asset_id,male,female,unknownUsers,percentMale,percentFemale,near_even,total_interactions
2695788,0,5,7,0%,100%,0,12
2695789,5,4,5,56%,44%,0,14
2695790,2,3,4,40%,60%,0,9
2695791,2,4,15,33%,67%,0,21
2695792,2,5,7,29%,71%,0,14
2695793,2,9,7,18%,82%,0,18
2695794,2,3,12,40%,60%,0,17
2695795,4,4,9,50%,50%,1,17
2695796,2,6,10,25%,75%,0,18
2695797,4,3,10,57%,43%,0,17
2695798,1,6,7,14%,86%,0,14
2695801,2,6,9,25%,75%,0,17
2695803,4,5,12,44%,56%,0,21
2695804,2,2,10,50%,50%,1,14
2695805,1,5,7,17%,83%,0,13
2695806,0,3,4,0%,100%,0,7
2695807,3,2,6,60%,40%,0,11
2695808,1,6,9,14%,86%,0,16
2695809,3,1,13,75%,25%,0,17
2695833,4,3,6,57%,43%,0,13
2695834,3,3,3,50%,50%,1,9
2695835,4,6,13,40%,60%,0,23
2695836,4,3,11,57%,43%,0,18
2695837,1,2,9,33%,67%,0,12
2695838,9,5,17,64%,36%,0,31
2695839,2,2,9,50%,50%,1,13
2695840,2,1,10,67%,33%,0,13
2695841,4,1,5,80%,20%,0,10
2695842,6,4,9,60%,40%,0,19
2695844,4,1,8,80%,20%,0,13
2695845,2,1,9,67%,33%,0,12
2695847,2,4,6,33%,67%,0,12
2695848,0,6,9,0%,100%,0,15
2695849,3,4,16,43%,57%,0,23
2695850,3,4,7,43%,57%,0,14
2695851,4,0,6,100%,0%,0,10
2695852,3,3,10,50%,50%,1,16
2695854,4,4,9,50%,50%,1,17
2695855,2,1,7,67%,33%,0,10
2695856,1,1,7,50%,50%,1,9
2695858,2,5,3,29%,71%,0,10
2695860,2,1,7,67%,33%,0,10
2695861,4,5,8,44%,56%,0,17
2695862,1,2,11,33%,67%,0,14
2696109,2,2,5,50%,50%,1,9
2696110,5,2,3,71%,29%,0,10
2696111,2,1,7,67%,33%,0,10
2696112,4,3,5,57%,43%,0,12
2696113,3,1,1,75%,25%,0,5
2696114,2,3,5,40%,60%,0,10
2696115,0,2,4,0%,100%,0,6
2696119,3,2,2,60%,40%,0,7
2696121,3,3,6,50%,50%,1,12
2696122,4,2,7,67%,33%,0,13
2696123,2,3,3,40%,60%,0,8
2696125,3,4,3,43%,57%,0,10
2696126,2,4,11,33%,67%,0,17
2696128,2,1,7,67%,33%,0,10
2696130,4,3,3,57%,43%,0,10
2696131,1,2,11,33%,67%,0,14
2696133,1,3,10,25%,75%,0,14
2696135,2,2,10,50%,50%,1,14
2696137,2,2,15,50%,50%,1,19
2696138,4,3,8,57%,43%,0,15
2696139,1,1,8,50%,50%,1,10
2696140,4,2,8,67%,33%,0,14
2696142,2,6,7,25%,75%,0,15
2696143,2,2,10,50%,50%,1,14
2696144,3,2,5,60%,40%,0,10
2696145,3,4,9,43%,57%,0,16
2696146,0,1,10,0%,100%,0,11
2696150,1,5,7,17%,83%,0,13
2696864,3,2,6,60%,40%,0,11
2696865,3,2,6,60%,40%,0,11
2696866,2,4,3,33%,67%,0,9
2696867,3,1,8,75%,25%,0,12
2696868,2,4,7,33%,67%,0,13
2696869,1,2,5,33%,67%,0,8
2696870,2,2,4,50%,50%,1,8
2696871,2,2,8,50%,50%,1,12
2696872,2,3,3,40%,60%,0,8
2696873,1,3,8,25%,75%,0,12
2696874,3,0,9,100%,0%,0,12
2696875,3,3,7,50%,50%,1,13
2696876,3,2,6,60%,40%,0,11
2696877,3,6,8,33%,67%,0,17
2696878,3,3,9,50%,50%,1,15
2696879,2,1,8,67%,33%,0,11
2696880,3,1,11,75%,25%,0,15
2696881,3,3,9,50%,50%,1,15
2696882,1,0,8,100%,0%,0,9
2696883,3,1,7,75%,25%,0,11
2697165,1,3,7,25%,75%,0,11
2697167,0,1,5,0%,100%,0,6
2697168,2,5,5,29%,71%,0,12
2697169,4,4,12,50%,50%,1,20
2697170,4,7,5,36%,64%,0,16
2697171,4,4,7,50%,50%,1,15
2697172,0,6,4,0%,100%,0,10
2697173,4,7,19,36%,64%,0,30
2697233,1,3,2,25%,75%,0,6
2697234,2,3,7,40%,60%,0,12
2697236,0,2,6,0%,100%,0,8
2697237,3,6,9,33%,67%,0,18
2697238,2,7,14,22%,78%,0,23
2697239,1,3,10,25%,75%,0,14
2697240,3,1,12,75%,25%,0,16
2697242,0,3,7,0%,100%,0,10
2697243,3,6,9,33%,67%,0,18
2697247,1,3,4,25%,75%,0,8
2697248,3,2,8,60%,40%,0,13
2697249,2,4,10,33%,67%,0,16
2697250,1,6,7,14%,86%,0,14
2697251,2,3,12,40%,60%,0,17
2697252,1,3,7,25%,75%,0,11
2697253,2,5,12,29%,71%,0,19
2697255,3,4,11,43%,57%,0,18
2697257,6,2,11,75%,25%,0,19
2697275,1,4,7,20%,80%,0,12
2697276,0,1,7,0%,100%,0,8
2697277,0,2,7,0%,100%,0,9
2697278,3,2,6,60%,40%,0,11
2697279,1,2,10,33%,67%,0,13
2698147,0,2,6,0%,100%,0,8
2698148,1,3,5,25%,75%,0,9
2698149,1,3,9,25%,75%,0,13
2698150,3,4,7,43%,57%,0,14
2698151,1,4,5,20%,80%,0,10
2698152,1,1,13,50%,50%,1,15
2698180,2,3,8,40%,60%,0,13
2698181,2,0,5,100%,0%,0,7
2698182,1,4,7,20%,80%,0,12
2698183,1,1,3,50%,50%,1,5
2698184,2,3,8,40%,60%,0,13
2698185,1,2,2,33%,67%,0,5
2698186,2,2,2,50%,50%,1,6
2698187,1,1,8,50%,50%,1,10
2698189,2,3,7,40%,60%,0,12
2698190,2,1,10,67%,33%,0,13
2698191,1,5,8,17%,83%,0,14
2698192,2,3,4,40%,60%,0,9
2698193,1,5,8,17%,83%,0,14
2698195,1,6,3,14%,86%,0,10
2698197,1,1,5,50%,50%,1,7
2698199,3,1,4,75%,25%,0,8
2698200,2,1,6,67%,33%,0,9
2698202,2,2,7,50%,50%,1,11
2698205,0,3,6,0%,100%,0,9
2698207,1,0,6,100%,0%,0,7
2698209,1,4,10,20%,80%,0,15
2698210,0,3,3,0%,100%,0,6
2698235,2,2,4,50%,50%,1,8
2698239,2,1,6,67%,33%,0,9
2698240,2,6,8,25%,75%,0,16
2698241,0,2,3,0%,100%,0,5
2698242,0,2,9,0%,100%,0,11
2698249,0,5,4,0%,100%,0,9
2698250,1,1,11,50%,50%,1,13
2698252,2,1,5,67%,33%,0,8
2698255,1,1,7,50%,50%,1,9
2698519,0,4,3,0%,100%,0,7
2698520,1,4,5,20%,80%,0,10
2698521,2,3,6,40%,60%,0,11
2698522,2,1,4,67%,33%,0,7
2698524,1,2,3,33%,67%,0,6
2698525,0,3,6,0%,100%,0,9
2698526,0,4,5,0%,100%,0,9
2698527,1,3,5,25%,75%,0,9
2698529,0,0,3,NaN%,NaN%,0,3
2698530,1,2,5,33%,67%,0,8
2698532,1,2,6,33%,67%,0,9
2698536,0,3,3,0%,100%,0,6
2698538,0,2,8,0%,100%,0,10
2698539,1,0,5,100%,0%,0,6
2698540,1,0,2,100%,0%,0,3
2698541,0,1,4,0%,100%,0,5
2698542,0,2,5,0%,100%,0,7
2698543,0,1,3,0%,100%,0,4
2698544,0,1,3,0%,100%,0,4
2698545,1,5,7,17%,83%,0,13
2698546,1,6,5,14%,86%,0,12
2698547,1,2,3,33%,67%,0,6
2698549,0,1,10,0%,100%,0,11
2698550,0,1,2,0%,100%,0,3
2698551,0,1,6,0%,100%,0,7
2698552,0,0,4,NaN%,NaN%,0,4
2698553,0,1,1,0%,100%,0,2
2698554,2,0,6,100%,0%,0,8
2698555,2,1,1,67%,33%,0,4
2698556,0,1,6,0%,100%,0,7
2698557,0,2,3,0%,100%,0,5
2698558,0,2,1,0%,100%,0,3
2698559,0,1,6,0%,100%,0,7
2698560,1,0,4,100%,0%,0,5
2698561,0,0,2,NaN%,NaN%,0,2
2698563,1,2,3,33%,67%,0,6
2698564,3,0,5,100%,0%,0,8
2698565,0,3,3,0%,100%,0,6
2698566,2,1,1,67%,33%,0,4
2698567,0,1,4,0%,100%,0,5
2698568,1,1,0,50%,50%,1,2
2698569,0,1,4,0%,100%,0,5
2698570,0,0,3,NaN%,NaN%,0,3
2698571,2,1,4,67%,33%,0,7
2698572,2,1,5,67%,33%,0,8
2698573,2,1,2,67%,33%,0,5
2698574,1,2,2,33%,67%,0,5
2698575,1,1,1,50%,50%,1,3
2698576,2,0,0,100%,0%,0,2
2698577,2,1,1,67%,33%,0,4
2698578,0,2,5,0%,100%,0,7
2698579,1,1,4,50%,50%,1,6
2698580,0,1,2,0%,100%,0,3
2698581,0,2,3,0%,100%,0,5
2698582,0,1,3,0%,100%,0,4
2698583,1,2,3,33%,67%,0,6
2698584,1,4,2,20%,80%,0,7
2699212,1,0,5,100%,0%,0,6
2699214,2,1,5,67%,33%,0,8
2699215,0,4,6,0%,100%,0,10
2699216,1,1,6,50%,50%,1,8
2699219,0,3,1,0%,100%,0,4
2699220,1,4,6,20%,80%,0,11
2699338,1,2,4,33%,67%,0,7
2699340,2,1,4,67%,33%,0,7
2699341,0,0,1,NaN%,NaN%,0,1
2699342,0,0,4,NaN%,NaN%,0,4
2699344,0,0,4,NaN%,NaN%,0,4
2699345,0,1,3,0%,100%,0,4
2699346,0,0,4,NaN%,NaN%,0,4
2699348,0,4,6,0%,100%,0,10
2699349,2,0,2,100%,0%,0,4
2699350,0,1,2,0%,100%,0,3
2699353,1,0,0,100%,0%,0,1
2699354,0,1,3,0%,100%,0,4
2699355,0,2,4,0%,100%,0,6
2700124,0,1,3,0%,100%,0,4
2700125,0,1,1,0%,100%,0,2
2700127,0,0,4,NaN%,NaN%,0,4
2700128,0,1,2,0%,100%,0,3
2700129,1,1,1,50%,50%,1,3
2700130,1,1,5,50%,50%,1,7
2700131,3,1,6,75%,25%,0,10
2700132,2,3,5,40%,60%,0,10
2700133,1,1,3,50%,50%,1,5
2700134,0,0,3,NaN%,NaN%,0,3
2700912,15,22,56,41%,59%,0,93
2700913,15,17,56,47%,53%,1,88
2700914,15,19,64,44%,56%,0,98
2700915,17,17,62,50%,50%,1,96
2700916,16,17,57,48%,52%,1,90
2700918,12,15,48,44%,56%,0,75
2700919,15,25,54,38%,63%,0,94
2700920,21,19,80,53%,48%,1,120
2700921,21,13,59,62%,38%,0,93
2700922,10,26,74,28%,72%,0,110
2700923,10,15,55,40%,60%,0,80
2700924,13,16,68,45%,55%,0,97
2700925,16,19,78,46%,54%,1,113
2700926,15,25,61,38%,63%,0,101
2700930,11,20,66,35%,65%,0,97
2700931,18,19,55,49%,51%,1,92
2700932,14,18,50,44%,56%,0,82
2700933,18,22,75,45%,55%,0,115
2700934,10,23,56,30%,70%,0,89
2700935,12,14,66,46%,54%,1,92
2700936,16,24,67,40%,60%,0,107
2700937,12,7,51,63%,37%,0,70
2700938,16,23,49,41%,59%,0,88
2700939,11,13,57,46%,54%,1,81
2700940,19,20,71,49%,51%,1,110
2700941,21,29,75,42%,58%,0,125
2700942,17,16,52,52%,48%,1,85
2700944,10,19,62,34%,66%,0,91
2700945,14,26,50,35%,65%,0,90
2700947,15,23,49,39%,61%,0,87
2700948,14,23,60,38%,62%,0,97
2700949,21,17,59,55%,45%,0,97
2700950,15,20,50,43%,57%,0,85
2700951,16,23,51,41%,59%,0,90
2700952,7,10,45,41%,59%,0,62
2700953,17,13,50,57%,43%,0,80
2700954,16,26,56,38%,62%,0,98
2700955,14,19,60,42%,58%,0,93
2700957,14,20,65,41%,59%,0,99
2700962,11,15,57,42%,58%,0,83
2700963,13,21,63,38%,62%,0,97
2700964,20,15,51,57%,43%,0,86
2700966,20,22,58,48%,52%,1,100
2700967,23,19,58,55%,45%,1,100
2700968,15,11,51,58%,42%,0,77
2700969,9,18,55,33%,67%,0,82
2700970,8,24,53,25%,75%,0,85
2700971,19,17,70,53%,47%,1,106
2700972,15,16,65,48%,52%,1,96
2700973,21,23,68,48%,52%,1,112
2700974,13,15,60,46%,54%,1,88
2700975,15,24,60,38%,62%,0,99
2700978,15,16,77,48%,52%,1,108
2700979,18,17,58,51%,49%,1,93
2700981,12,15,47,44%,56%,0,74
2700982,8,25,46,24%,76%,0,79
2700983,18,15,60,55%,45%,1,93
2700985,10,23,64,30%,70%,0,97
2700986,8,14,50,36%,64%,0,72
2700987,13,16,55,45%,55%,0,84
2700989,11,19,49,37%,63%,0,79
2700990,13,27,48,33%,68%,0,88
2700992,12,18,59,40%,60%,0,89
2700994,9,20,61,31%,69%,0,90
2700996,13,10,70,57%,43%,0,93
2700997,19,23,51,45%,55%,1,93
2700998,19,33,51,37%,63%,0,103
2701000,21,18,55,54%,46%,1,94
2701004,7,16,54,30%,70%,0,77
2701005,13,19,49,41%,59%,0,81
2701006,20,25,72,44%,56%,0,117
2701008,12,18,54,40%,60%,0,84
2701010,27,21,55,56%,44%,0,103
2701011,13,21,64,38%,62%,0,98
2701013,13,13,44,50%,50%,1,70
2701015,13,15,85,46%,54%,1,113
2701016,13,25,70,34%,66%,0,108
2701017,20,21,66,49%,51%,1,107
2701018,19,14,64,58%,42%,0,97
2701021,8,18,62,31%,69%,0,88
2701022,12,20,55,38%,63%,0,87
2701023,17,18,62,49%,51%,1,97
2701026,10,13,72,43%,57%,0,95
2701027,14,21,80,40%,60%,0,115
2701029,13,19,59,41%,59%,0,91
2701030,8,25,76,24%,76%,0,109
2701031,9,19,65,32%,68%,0,93
2701032,15,24,47,38%,62%,0,86
2701034,17,26,62,40%,60%,0,105
2701035,10,21,63,32%,68%,0,94
2708635,0,3,3,0%,100%,0,6
2708637,2,0,3,100%,0%,0,5
2708639,0,1,3,0%,100%,0,4
2708640,1,0,2,100%,0%,0,3
2708641,1,1,6,50%,50%,1,8
2708643,2,0,3,100%,0%,0,5
2708644,0,0,3,NaN%,NaN%,0,3
2708645,0,1,1,0%,100%,0,2
2708646,0,2,2,0%,100%,0,4
2708647,1,1,1,50%,50%,1,3
2708648,0,2,4,0%,100%,0,6
2714138,0,1,4,0%,100%,0,5
2714140,1,0,5,100%,0%,0,6
2714141,1,1,0,50%,50%,1,2
2714142,0,1,1,0%,100%,0,2
2714144,1,1,5,50%,50%,1,7
2714145,0,0,2,NaN%,NaN%,0,2
2714146,1,2,1,33%,67%,0,4
2722093,13,18,50,42%,58%,0,81
2722095,12,23,70,34%,66%,0,105
2722096,11,20,48,35%,65%,0,79
2722097,16,24,42,40%,60%,0,82
2722098,23,17,53,57%,43%,0,93
2722100,9,21,47,30%,70%,0,77
2722101,13,24,62,35%,65%,0,99
2722102,10,23,49,30%,70%,0,82
2722103,12,12,61,50%,50%,1,85
2722104,16,14,54,53%,47%,1,84
2722105,10,21,68,32%,68%,0,99
2722106,17,18,68,49%,51%,1,103
2722107,11,16,75,41%,59%,0,102
2722108,11,27,55,29%,71%,0,93
2722109,15,20,63,43%,57%,0,98
2722110,12,21,62,36%,64%,0,95
2722111,21,18,53,54%,46%,1,92
2722112,20,18,61,53%,47%,1,99
2722113,13,20,64,39%,61%,0,97
2722114,14,16,61,47%,53%,1,91
2722115,21,25,63,46%,54%,1,109
2722116,20,21,71,49%,51%,1,112
2722117,13,17,64,43%,57%,0,94
2722118,21,18,77,54%,46%,1,116
2722119,15,11,68,58%,42%,0,94
2722120,12,15,52,44%,56%,0,79
2722122,9,15,55,38%,63%,0,79
2722123,15,24,51,38%,62%,0,90
2722124,6,19,36,24%,76%,0,61
2722125,21,22,62,49%,51%,1,105
2722126,22,18,58,55%,45%,0,98
2722127,13,13,65,50%,50%,1,91
2722129,15,18,66,45%,55%,1,99
2722130,8,29,54,22%,78%,0,91
2722131,14,24,45,37%,63%,0,83
2722132,10,28,64,26%,74%,0,102
2722134,19,23,72,45%,55%,1,114
2722136,15,17,59,47%,53%,1,91
2722144,9,17,55,35%,65%,0,81
2722146,14,20,74,41%,59%,0,108
2722148,12,23,77,34%,66%,0,112
2722149,11,19,70,37%,63%,0,100
2722151,12,17,67,41%,59%,0,96
2722153,15,28,65,35%,65%,0,108
2722154,19,28,75,40%,60%,0,122
2722157,14,31,70,31%,69%,0,115
2722159,13,25,75,34%,66%,0,113
2722160,23,34,71,40%,60%,0,128
2722162,22,24,72,48%,52%,1,118
2722163,20,24,68,45%,55%,1,112
2722164,12,17,65,41%,59%,0,94
2722165,20,23,48,47%,53%,1,91
2722167,21,24,80,47%,53%,1,125
2722168,15,14,69,52%,48%,1,98
2722169,12,26,54,32%,68%,0,92
2722170,7,27,69,21%,79%,0,103
2722171,25,30,62,45%,55%,1,117
2722172,15,27,52,36%,64%,0,94
2722173,12,21,58,36%,64%,0,91
2722174,12,16,47,43%,57%,0,75
2722175,8,9,54,47%,53%,1,71
2722176,10,17,58,37%,63%,0,85
2722178,9,16,47,36%,64%,0,72
2722179,9,18,52,33%,67%,0,79
2722180,26,19,40,58%,42%,0,85
2722182,17,17,63,50%,50%,1,97
2722183,12,15,59,44%,56%,0,86
2722271,61,68,264,47%,53%,1,393
2722275,29,50,124,37%,63%,0,203
2722280,27,33,82,45%,55%,0,142
2722283,48,72,176,40%,60%,0,296
2722285,35,48,132,42%,58%,0,215
2723502,2,5,15,29%,71%,0,22
2723882,1,7,13,13%,88%,0,21
2724624,4,4,20,50%,50%,1,28
2724625,4,3,17,57%,43%,0,24
2724626,2,3,17,40%,60%,0,22
2724627,1,10,8,9%,91%,0,19
2724628,3,4,16,43%,57%,0,23
2727039,12,21,67,36%,64%,0,100
2727238,3,11,16,21%,79%,0,30
2727239,7,5,13,58%,42%,0,25
2727347,7,5,19,58%,42%,0,31
2727349,3,2,7,60%,40%,0,12
2727351,2,2,7,50%,50%,1,11
2727352,0,3,7,0%,100%,0,10
2727353,2,0,8,100%,0%,0,10
2727354,0,3,4,0%,100%,0,7
2727355,2,1,7,67%,33%,0,10
2727356,0,1,6,0%,100%,0,7
2727357,1,3,5,25%,75%,0,9
2727408,0,2,4,0%,100%,0,6
2727412,1,2,5,33%,67%,0,8
2727413,0,2,3,0%,100%,0,5
2727414,0,1,2,0%,100%,0,3
2727416,0,0,3,NaN%,NaN%,0,3
2727417,0,1,5,0%,100%,0,6
2727418,1,1,2,50%,50%,1,4
2727419,0,1,2,0%,100%,0,3
2727420,1,1,0,50%,50%,1,2
2727425,1,0,1,100%,0%,0,2
2727426,1,0,1,100%,0%,0,2
2727427,1,0,2,100%,0%,0,3
2727428,0,2,5,0%,100%,0,7
2727430,0,1,2,0%,100%,0,3
2727431,0,0,1,NaN%,NaN%,0,1
2727432,1,0,2,100%,0%,0,3
2727433,3,0,2,100%,0%,0,5
2727474,6,11,29,35%,65%,0,46
2727819,7,11,13,39%,61%,0,31
2727911,10,8,21,56%,44%,0,39
2728291,8,7,19,53%,47%,1,34
2728559,2,0,2,100%,0%,0,4
2728560,0,3,2,0%,100%,0,5
2728561,1,0,0,100%,0%,0,1
2728562,1,0,2,100%,0%,0,3
2728771,6,9,20,40%,60%,0,35
2728831,2,0,1,100%,0%,0,3
2728834,2,1,2,67%,33%,0,5
2728835,1,2,2,33%,67%,0,5
2728836,0,0,2,NaN%,NaN%,0,2
2728837,0,1,2,0%,100%,0,3
2728838,0,1,1,0%,100%,0,2
2728839,0,0,1,NaN%,NaN%,0,1
2728841,0,0,3,NaN%,NaN%,0,3
2728843,0,1,2,0%,100%,0,3
2728845,2,1,0,67%,33%,0,3
2728847,1,0,1,100%,0%,0,2
2728849,1,2,1,33%,67%,0,4
2729331,0,2,0,0%,100%,0,2
2729333,0,1,4,0%,100%,0,5
2729334,0,1,3,0%,100%,0,4
2729335,2,0,1,100%,0%,0,3
2729336,1,0,2,100%,0%,0,3
2729337,2,2,1,50%,50%,1,5
2729338,0,1,3,0%,100%,0,4
2729340,0,0,3,NaN%,NaN%,0,3
2729341,1,1,1,50%,50%,1,3
2729342,1,3,1,25%,75%,0,5
2729343,1,0,0,100%,0%,0,1
2729344,0,2,3,0%,100%,0,5
2729345,1,1,1,50%,50%,1,3
2729576,3,5,10,38%,63%,0,18
2729806,3,8,21,27%,73%,0,32
2729807,8,4,18,67%,33%,0,30
2729810,5,4,19,56%,44%,0,28
2729811,5,4,8,56%,44%,0,17
2729994,2,6,16,25%,75%,0,24
2730249,0,1,1,0%,100%,0,2
2730265,2,10,9,17%,83%,0,21
2730432,3,3,15,50%,50%,1,21
2730737,2,9,13,18%,82%,0,24
2730776,6,9,18,40%,60%,0,33
2731031,4,10,20,29%,71%,0,34
2731145,1,6,21,14%,86%,0,28
2731794,30,43,95,41%,59%,0,168
2732017,2,10,17,17%,83%,0,29
2732251,1,5,10,17%,83%,0,16
2732265,2,5,13,29%,71%,0,20
2732414,3,13,20,19%,81%,0,36
2732753,4,7,14,36%,64%,0,25
2732795,4,9,20,31%,69%,0,33
2732987,2,0,1,100%,0%,0,3
2732988,0,0,3,NaN%,NaN%,0,3
2732990,0,1,0,0%,100%,0,1
2732992,1,1,3,50%,50%,1,5
2732993,1,0,0,100%,0%,0,1
2733150,4,8,16,33%,67%,0,28
2733663,6,9,16,40%,60%,0,31
2733687,5,4,19,56%,44%,0,28
2734081,0,9,18,0%,100%,0,27
2734176,20,27,59,43%,57%,0,106
2734177,15,23,59,39%,61%,0,97
2734178,20,19,66,51%,49%,1,105
2734179,9,15,73,38%,63%,0,97
2734181,17,21,57,45%,55%,0,95
2734183,15,28,71,35%,65%,0,114
2734184,19,23,66,45%,55%,1,108
2734186,22,20,86,52%,48%,1,128
2734187,23,33,66,41%,59%,0,122
2734189,21,21,90,50%,50%,1,132
2734232,4,3,11,57%,43%,0,18
2734664,0,6,14,0%,100%,0,20
2734825,5,11,33,31%,69%,0,49
2735039,2,6,18,25%,75%,0,26
2735188,0,5,9,0%,100%,0,14
2735402,0,7,18,0%,100%,0,25
2735409,3,4,10,43%,57%,0,17
2735411,1,2,8,33%,67%,0,11
2735415,0,1,5,0%,100%,0,6
2735416,0,0,7,NaN%,NaN%,0,7
2735417,2,1,4,67%,33%,0,7
2735419,1,1,4,50%,50%,1,6
2735420,5,2,2,71%,29%,0,9
2735421,1,0,3,100%,0%,0,4
2735422,0,2,5,0%,100%,0,7
2735424,0,2,4,0%,100%,0,6
2735425,1,0,0,100%,0%,0,1
2735426,0,0,4,NaN%,NaN%,0,4
2735427,1,0,1,100%,0%,0,2
2735428,0,0,2,NaN%,NaN%,0,2
2735429,0,1,2,0%,100%,0,3
2735431,0,1,1,0%,100%,0,2
2735432,0,2,2,0%,100%,0,4
2735433,0,1,1,0%,100%,0,2
2735434,1,0,4,100%,0%,0,5
2735435,0,0,1,NaN%,NaN%,0,1
2735436,0,0,1,NaN%,NaN%,0,1
2735438,0,0,4,NaN%,NaN%,0,4
2735439,0,1,3,0%,100%,0,4
2735440,0,1,3,0%,100%,0,4
2735443,0,0,2,NaN%,NaN%,0,2
2735444,0,1,3,0%,100%,0,4
2735445,1,0,0,100%,0%,0,1
2735446,1,2,3,33%,67%,0,6
2735447,0,0,3,NaN%,NaN%,0,3
2735448,1,0,3,100%,0%,0,4
2735449,1,0,2,100%,0%,0,3
2735450,0,0,2,NaN%,NaN%,0,2
2735452,1,0,2,100%,0%,0,3
2735454,0,0,1,NaN%,NaN%,0,1
2735455,1,0,2,100%,0%,0,3
2735456,0,0,1,NaN%,NaN%,0,1
2735457,0,0,2,NaN%,NaN%,0,2
2735460,0,0,2,NaN%,NaN%,0,2
2735461,0,0,1,NaN%,NaN%,0,1
2735462,0,0,2,NaN%,NaN%,0,2
2735801,1,0,3,100%,0%,0,4
2735803,0,0,1,NaN%,NaN%,0,1
2735804,0,1,1,0%,100%,0,2
2735815,1,1,0,50%,50%,1,2
2735838,5,4,14,56%,44%,0,23
2736036,1,7,17,13%,88%,0,25
2736039,2,7,14,22%,78%,0,23
2736551,1,3,12,25%,75%,0,16
2736730,8,5,18,62%,38%,0,31
2737035,15,28,75,35%,65%,0,118
2737036,13,26,66,33%,67%,0,105
2737037,15,19,59,44%,56%,0,93
2737039,22,18,63,55%,45%,0,103
2737040,14,20,74,41%,59%,0,108
2737042,18,28,74,39%,61%,0,120
2737043,24,30,68,44%,56%,0,122
2737044,19,20,74,49%,51%,1,113
2737045,13,20,52,39%,61%,0,85
2737046,10,29,64,26%,74%,0,103
2737047,17,17,62,50%,50%,1,96
2737048,12,23,69,34%,66%,0,104
2737050,2,0,0,100%,0%,0,2
2737052,1,0,1,100%,0%,0,2
2737053,1,0,0,100%,0%,0,1
2737054,0,0,2,NaN%,NaN%,0,2
2737056,0,1,2,0%,100%,0,3
2737071,6,8,8,43%,57%,0,22
2737510,7,6,10,54%,46%,1,23
2737528,3,2,10,60%,40%,0,15
2737530,2,3,3,40%,60%,0,8
2737531,2,2,7,50%,50%,1,11
2737532,4,3,8,57%,43%,0,15
2737566,1,3,4,25%,75%,0,8
2737567,4,2,9,67%,33%,0,15
2737569,3,3,4,50%,50%,1,10
2737570,3,1,11,75%,25%,0,15
2737572,4,4,7,50%,50%,1,15
2737574,2,1,5,67%,33%,0,8
2737575,1,7,8,13%,88%,0,16
2737576,3,3,7,50%,50%,1,13
2737577,1,1,4,50%,50%,1,6
2737608,5,8,17,38%,62%,0,30
2737880,7,8,12,47%,53%,1,27
2738024,4,4,15,50%,50%,1,23
2738027,5,7,10,42%,58%,0,22
2738036,29,34,126,46%,54%,1,189
2738300,1,1,6,50%,50%,1,8
2738301,1,2,3,33%,67%,0,6
2738303,0,1,4,0%,100%,0,5
2738331,4,7,19,36%,64%,0,30
2739040,8,8,16,50%,50%,1,32
2739087,6,6,7,50%,50%,1,19
2739273,1,1,3,50%,50%,1,5
2739274,0,1,4,0%,100%,0,5
2739417,1,2,6,33%,67%,0,9
2739418,1,1,6,50%,50%,1,8
2739419,1,0,2,100%,0%,0,3
2739420,0,2,4,0%,100%,0,6
2739422,0,1,3,0%,100%,0,4
2739423,1,1,5,50%,50%,1,7
2739424,1,3,7,25%,75%,0,11
2739425,2,0,4,100%,0%,0,6
2739427,0,1,5,0%,100%,0,6
2739428,1,2,7,33%,67%,0,10
2739429,0,0,2,NaN%,NaN%,0,2
2739434,15,23,41,39%,61%,0,79
2739437,16,19,58,46%,54%,1,93
2739439,25,30,76,45%,55%,1,131
2739440,18,32,75,36%,64%,0,125
2739650,4,4,10,50%,50%,1,18
2739751,8,4,23,67%,33%,0,35
2739760,3,5,13,38%,63%,0,21
2739792,0,4,3,0%,100%,0,7
2740202,5,5,9,50%,50%,1,19
2740217,1,4,9,20%,80%,0,14
2740754,4,7,10,36%,64%,0,21
2740824,3,8,13,27%,73%,0,24
2740889,33,24,118,58%,42%,0,175
2741426,2,3,6,40%,60%,0,11
2741427,1,5,10,17%,83%,0,16
2741454,3,2,18,60%,40%,0,23
2741633,3,9,13,25%,75%,0,25
2741961,0,6,8,0%,100%,0,14
2742246,3,4,13,43%,57%,0,20
2742247,5,6,7,45%,55%,1,18
2742460,1,3,19,25%,75%,0,23
2742779,3,8,20,27%,73%,0,31
2743085,2,2,14,50%,50%,1,18
2743086,4,6,8,40%,60%,0,18
2743091,10,6,13,63%,38%,0,29
2743214,1,4,9,20%,80%,0,14
2743481,34,50,131,40%,60%,0,215
2743707,1,2,2,33%,67%,0,5
2743712,1,7,13,13%,88%,0,21
2743713,3,9,12,25%,75%,0,24
2743715,2,5,8,29%,71%,0,15
2743856,2,4,11,33%,67%,0,17
2744090,5,5,14,50%,50%,1,24
2744201,0,7,10,0%,100%,0,17
2744474,6,4,12,60%,40%,0,22
2745261,1,2,11,33%,67%,0,14
2745679,0,7,17,0%,100%,0,24
2745713,2,3,12,40%,60%,0,17
2745974,28,27,93,51%,49%,1,148
2746306,3,6,13,33%,67%,0,22
2746308,2,4,13,33%,67%,0,19
2746485,2,6,17,25%,75%,0,25
2746714,14,13,43,52%,48%,1,70
2746715,31,37,113,46%,54%,1,181
